Borrower_ID,Age,Employment_Status,Income,Credit_Score,Nationality,Loan_ID,Interest_Rate,Loan_Term,Purpose,Disbursement_Date,Due_Date,Days_Past_Due,Payment_Amount,Outstanding_Balance,Collection_Status,Recovery_Status,Recovery_Amount,Recovery_Date,Paid_Date,Invoice_Amount,Customer_Segment,Days_To_Collect,Recovered,Contact_Attempts,Payment_History_Pattern,Region,Channel_of_Contact
250,69,Employed,38472,823,German,10250,6.74,48,Debt Consolidation,4/1/2021,3/11/2025,-1,21540.0336,-4574.0336,Current,Not Started,0,,3/10/2025,16966,Employed,1439,0,5,Mixed,East,Email
251,51,Employed,64230,828,German,10251,8.76,24,Debt Consolidation,5/26/2022,5/15/2024,143,37720.3944,-5623.3944,Default,Not Started,0,,10/5/2024,32097,Employed,863,0,1,Always Late,North,SMS
252,23,Employed,88616,446,German,10252,8.97,48,Debt Consolidation,4/30/2021,4/9/2025,91,22939.2616,-6057.2616,Default,Recovered,-5543.152106,12/6/2025,7/9/2025,16882,Employed,1531,1,5,Always On Time,East,Email
253,39,Employed,22099,603,German,10253,12.5,48,Debt Consolidation,4/27/2022,4/6/2026,-4,8512.5,-2837.5,Current,Not Started,0,,4/2/2026,5675,Employed,1436,0,4,Always Late,West,Email
254,28,Employed,40431,527,German,10254,12.13,60,Debt Consolidation,6/2/2022,5/7/2027,148,68838.52500000001,-25988.525,Default,Not Started,0,,10/2/2027,42850,Employed,1948,0,3,Mixed,North,In-App
255,65,Self-Employed,71492,401,German,10255,8.75,60,Education,4/5/2020,3/10/2025,-3,20137.9375,-6128.9375,Current,Not Started,0,,3/7/2025,14009,Self-Employed,1797,0,9,Always Late,West,Email
256,33,Self-Employed,111722,716,Other,10256,13.23,24,Home Improvement,4/29/2021,4/19/2023,2,36474.8578,-7631.8578,Current,Not Started,0,,4/21/2023,28843,Self-Employed,722,0,4,Always Late,West,Email
257,50,Self-Employed,62684,515,Other,10257,4.81,12,Other,7/16/2021,7/11/2022,0,32274.1433,-1481.1433,Current,Not Started,0,,7/11/2022,30793,Self-Employed,360,0,2,Mixed,East,Email
258,26,Employed,45111,706,German,10258,6.44,48,Debt Consolidation,3/16/2020,2/24/2024,102,50952.9216,-10436.9216,Default,Recovered,-7406.296573,8/9/2024,6/5/2024,40516,Employed,1542,1,4,Mixed,West,SMS
259,23,Employed,78936,698,German,10259,13.02,12,Other,10/21/2020,10/16/2021,4,45062.20419999999,-5191.2042,Current,Not Started,0,,10/20/2021,39871,Employed,364,0,8,Mixed,East,SMS
260,33,Employed,37614,798,German,10260,7.85,24,Other,12/11/2021,12/1/2023,-1,21817.549,-2960.549,Current,Not Started,0,,11/30/2023,18857,Employed,719,0,2,Always Late,South,In-App
261,46,Employed,107260,764,Other,10261,14.78,24,Education,2/20/2020,2/9/2022,-5,26724.3412,-6097.3412,Current,Not Started,0,,2/4/2022,20627,Employed,715,0,2,Always Late,East,Email
262,20,Self-Employed,56991,381,Other,10262,8.86,60,Debt Consolidation,3/12/2021,2/14/2026,89,28232.295,-8667.295,Delinquent,Not Started,0,,5/14/2026,19565,Self-Employed,1889,0,1,Always Late,West,SMS
263,37,Employed,85476,664,German,10263,12.61,48,Other,9/19/2021,8/29/2025,3,40656.41,-13631.41,Current,Not Started,0,,9/1/2025,27025,Employed,1443,0,1,Always Late,South,SMS
264,53,Employed,75920,462,German,10264,8.13,36,Debt Consolidation,3/18/2021,3/2/2024,-3,35864.1248,-7032.1248,Current,Not Started,0,,2/28/2024,28832,Employed,1077,0,7,Always Late,East,In-App
265,36,Employed,109294,347,German,10265,8.39,24,Business,1/30/2021,1/20/2023,-3,52686.4648,-7570.4648,Current,Not Started,0,,1/17/2023,45116,Employed,717,0,6,Always Late,West,Phone
266,43,Employed,78530,810,German,10266,7.9,48,Business,6/12/2021,5/22/2025,-4,14189.112,-3407.112,Current,Not Started,0,,5/18/2025,10782,Employed,1436,0,3,Always Late,North,Email
267,20,Employed,51224,628,German,10267,11.77,12,Business,7/23/2022,7/18/2023,81,44316.805,-4666.805,Delinquent,Not Started,0,,10/7/2023,39650,Employed,441,0,5,Mixed,North,SMS
268,36,Employed,22788,415,German,10268,9.8,60,Other,10/23/2021,9/27/2026,-4,34815.34,-11449.34,Current,Not Started,0,,9/23/2026,23366,Employed,1796,0,3,Mixed,East,In-App
269,37,Employed,43082,636,German,10269,14.35,12,Business,2/19/2020,2/13/2021,61,33798.4295,-4241.4295,Delinquent,Not Started,0,,4/15/2021,29557,Employed,421,0,9,Mixed,East,In-App
270,49,Self-Employed,104570,446,German,10270,6.39,24,Education,11/13/2022,11/2/2024,3,7666.7844,-868.7844,Current,Not Started,0,,11/5/2024,6798,Self-Employed,723,0,9,Always Late,North,In-App
271,24,Self-Employed,116015,622,German,10271,4.66,24,Education,8/30/2022,8/19/2024,150,11617.4364,-990.4364,Default,Not Started,0,,1/16/2025,10627,Self-Employed,870,0,3,Mixed,West,SMS
272,69,Employed,91816,742,Other,10272,8.02,12,Other,2/18/2020,2/12/2021,4,45566.0766,-3383.0766,Current,Not Started,0,,2/16/2021,42183,Employed,364,0,7,Always Late,West,Email
273,58,Employed,98588,312,German,10273,10.59,24,Debt Consolidation,7/14/2022,7/3/2024,1,16318.0988,-2852.0988,Current,Not Started,0,,7/4/2024,13466,Employed,721,0,6,Mixed,West,Phone
274,50,Employed,31531,793,German,10274,13.4,48,Home Improvement,4/19/2020,3/29/2024,2,66991.104,-23377.104,Current,Not Started,0,,3/31/2024,43614,Employed,1442,0,3,Mixed,East,Email
275,57,Employed,103340,586,German,10275,7.48,24,Debt Consolidation,9/6/2020,8/27/2022,48,15772.512,-2052.512,Delinquent,Not Started,0,,10/14/2022,13720,Employed,768,0,2,Always Late,South,In-App
276,56,Employed,109439,413,German,10276,11.02,60,Debt Consolidation,5/20/2021,4/24/2026,112,66558.063,-23645.063,Default,Recovered,-14116.03116,9/20/2026,8/14/2026,42913,Employed,1912,1,4,Always On Time,South,In-App
277,35,Employed,59857,779,German,10277,7.53,48,Debt Consolidation,2/15/2020,1/25/2024,-5,49825.55040000001,-11533.5504,Current,Not Started,0,,1/20/2024,38292,Employed,1435,0,6,Always Late,South,Phone
278,57,Employed,25142,321,German,10278,10.6,36,Debt Consolidation,5/4/2022,4/18/2025,67,9962.762,-2403.762,Delinquent,Not Started,0,,6/24/2025,7559,Employed,1147,0,9,Mixed,South,Email
279,18,Employed,63355,648,German,10279,13.68,24,Home Improvement,8/14/2020,8/4/2022,-3,52711.7568,-11323.7568,Current,Not Started,0,,8/1/2022,41388,Employed,717,0,6,Mixed,South,In-App
280,28,Employed,24866,619,German,10280,6.16,24,Business,4/11/2022,3/31/2024,-3,22641.4656,-2483.4656,Current,Not Started,0,,3/28/2024,20158,Employed,717,0,7,Always Late,East,In-App
281,45,Employed,85067,425,German,10281,8.15,60,Debt Consolidation,10/29/2022,10/3/2027,-3,44921.77,-13005.77,Current,Not Started,0,,9/30/2027,31916,Employed,1797,0,5,Mixed,East,Email
282,42,Unemployed,118634,576,German,10282,14.92,60,Education,7/25/2020,6/29/2025,4,40257.522,-17200.522,Current,Not Started,0,,7/3/2025,23057,Unemployed,1804,0,7,Mixed,South,In-App
283,67,Self-Employed,118814,503,German,10283,13.49,12,Other,7/29/2020,7/24/2021,56,41868.7308,-4976.7308,Delinquent,Not Started,0,,9/18/2021,36892,Self-Employed,416,0,6,Always Late,East,Email
284,40,Employed,79027,493,German,10284,9.99,12,Other,4/25/2020,4/20/2021,4,46678.65610000001,-4239.6561,Current,Not Started,0,,4/24/2021,42439,Employed,364,0,3,Mixed,East,In-App
285,48,Self-Employed,72906,846,German,10285,9.44,12,Education,1/15/2022,1/10/2023,2,13905.4464,-1199.4464,Current,Not Started,0,,1/12/2023,12706,Self-Employed,362,0,4,Always Late,South,Email
286,47,Employed,43138,585,German,10286,6.77,60,Debt Consolidation,7/21/2022,6/25/2027,-1,17494.195,-4424.195,Current,Not Started,0,,6/24/2027,13070,Employed,1799,0,7,Mixed,West,Phone
287,59,Self-Employed,107601,356,German,10287,9.45,12,Home Improvement,11/28/2022,11/23/2023,-2,45861.739,-3959.739,Current,Not Started,0,,11/21/2023,41902,Self-Employed,358,0,1,Mixed,East,In-App
288,52,Self-Employed,44956,602,German,10288,13.25,12,Business,10/5/2020,9/30/2021,3,2178.9300000000003,-254.93,Current,Not Started,0,,10/3/2021,1924,Self-Employed,363,0,7,Mixed,West,Phone
289,24,Employed,119797,462,German,10289,11.38,36,Other,5/29/2020,5/14/2023,3,36858.9892,-9380.9892,Current,Not Started,0,,5/17/2023,27478,Employed,1083,0,2,Mixed,East,In-App
290,33,Employed,91295,318,German,10290,6.84,12,Business,6/27/2022,6/22/2023,-5,6951.0104,-445.0104,Current,Not Started,0,,6/17/2023,6506,Employed,355,0,4,Mixed,East,In-App
291,43,Employed,20439,669,German,10291,5.82,24,Home Improvement,12/7/2021,11/27/2023,-4,52937.4552,-5519.4552,Current,Not Started,0,,11/23/2023,47418,Employed,716,0,7,Mixed,South,SMS
292,65,Employed,62241,563,German,10292,6.55,60,Other,9/19/2022,8/24/2027,2,48006.38250000001,-11843.3825,Current,Not Started,0,,8/26/2027,36163,Employed,1802,0,2,Always Late,East,Email
293,69,Employed,57533,412,German,10293,5.45,48,Business,6/10/2022,5/20/2026,-1,31185.672,-5581.672,Current,Not Started,0,,5/19/2026,25604,Employed,1439,0,2,Mixed,North,Phone
294,66,Employed,43270,787,Other,10294,4.6,36,Home Improvement,2/23/2020,2/7/2023,1,18560.78,-2250.78,Current,Not Started,0,,2/8/2023,16310,Employed,1081,0,3,Always Late,North,Phone
295,19,Employed,93815,626,German,10295,8.32,60,Business,10/27/2020,10/1/2025,-5,13064.016,-3838.016,Current,Not Started,0,,9/26/2025,9226,Employed,1795,0,7,Always Late,South,Phone
296,18,Self-Employed,54279,841,German,10296,4.8,60,Debt Consolidation,9/18/2021,8/23/2026,4,15848.44,-3067.44,Current,Not Started,0,,8/27/2026,12781,Self-Employed,1804,0,1,Always Late,West,Email
297,65,Unemployed,38888,364,German,10297,5.48,24,Home Improvement,3/3/2021,2/21/2023,-1,7229.044,-714.044,Current,Not Started,0,,2/20/2023,6515,Unemployed,719,0,8,Mixed,West,SMS
298,29,Employed,32630,591,German,10298,9.79,12,Business,10/15/2022,10/10/2023,-3,40768.3207,-3635.3207,Current,Not Started,0,,10/7/2023,37133,Employed,357,0,2,Always Late,West,Phone
299,22,Employed,76063,324,German,10299,5.39,24,Debt Consolidation,10/22/2020,10/12/2022,4,19909.3816,-1937.3816,Current,Not Started,0,,10/16/2022,17972,Employed,724,0,9,Mixed,North,Email
300,54,Employed,50144,848,German,10300,4.23,12,Debt Consolidation,7/19/2021,7/14/2022,-4,34491.7916,-1399.7916,Current,Not Started,0,,7/10/2022,33092,Employed,356,0,9,Mixed,West,In-App
301,49,Employed,67161,300,Other,10301,7.15,12,Home Improvement,9/30/2021,9/25/2022,-4,13297.315,-887.315,Current,Not Started,0,,9/21/2022,12410,Employed,356,0,4,Always Late,West,Phone
302,26,Unemployed,111718,848,German,10302,6.03,60,Education,3/11/2021,2/13/2026,3,26709.383,-6187.383,Current,Not Started,0,,2/16/2026,20522,Unemployed,1803,0,4,Always Late,South,Phone
303,58,Employed,106074,440,German,10303,9.43,12,Other,3/12/2021,3/7/2022,94,11046.9585,-951.9585,Default,Recovered,-611.5632134,12/5/2022,6/9/2022,10095,Employed,454,1,4,Always On Time,West,SMS
304,52,Employed,92360,487,German,10304,4.68,36,Home Improvement,5/27/2022,5/11/2025,-2,27423.1988,-3376.1988,Current,Not Started,0,,5/9/2025,24047,Employed,1078,0,5,Always Late,North,Phone
305,36,Employed,65979,427,German,10305,12.15,36,Debt Consolidation,2/9/2020,1/24/2023,1,29295.815,-7825.815,Current,Not Started,0,,1/25/2023,21470,Employed,1081,0,1,Mixed,North,Phone
306,65,Employed,112661,500,German,10306,13.92,36,Debt Consolidation,11/11/2022,10/26/2025,55,62557.2704,-18428.2704,Delinquent,Not Started,0,,12/20/2025,44129,Employed,1135,0,1,Always Late,North,In-App
307,33,Employed,21979,426,German,10307,12.05,60,Home Improvement,7/15/2022,6/19/2027,4,15273.4275,-5742.4275,Current,Not Started,0,,6/23/2027,9531,Employed,1804,0,1,Mixed,South,Email
308,20,Self-Employed,41189,556,German,10308,9.63,24,Education,1/20/2020,1/9/2022,74,45364.1188,-7326.1188,Delinquent,Not Started,0,,3/24/2022,38038,Self-Employed,794,0,3,Always Late,South,Email
309,37,Employed,57600,846,German,10309,13.4,48,Other,8/18/2022,7/28/2026,-4,35947.008,-12544.008,Current,Not Started,0,,7/24/2026,23403,Employed,1436,0,2,Mixed,East,SMS
310,41,Employed,74560,493,German,10310,11.49,12,Business,1/9/2022,1/4/2023,125,48692.1426,-5018.1426,Default,Not Started,0,,5/9/2023,43674,Employed,485,0,5,Always Late,West,In-App
311,50,Employed,93040,403,German,10311,3.62,48,Home Improvement,3/13/2022,2/20/2026,-3,34483.6656,-4361.6656,Current,Not Started,0,,2/17/2026,30122,Employed,1437,0,9,Always Late,South,Email
312,41,Unemployed,76558,834,German,10312,8.03,24,Other,12/3/2021,11/23/2023,0,20821.164,-2881.164,Current,Not Started,0,,11/23/2023,17940,Unemployed,720,0,3,Always Late,North,In-App
313,69,Self-Employed,101205,564,German,10313,13.29,24,Other,9/21/2020,9/11/2022,109,39025.8798,-8194.8798,Default,Recovered,-6167.319105,2/12/2023,12/29/2022,30831,Self-Employed,829,1,4,Always On Time,North,Email
314,28,Employed,21910,683,German,10314,7.48,60,Debt Consolidation,4/15/2020,3/20/2025,-1,16871.346,-4592.346,Current,Not Started,0,,3/19/2025,12279,Employed,1799,0,3,Always Late,South,In-App
315,66,Employed,72713,559,German,10315,3.9,36,Business,9/4/2021,8/19/2024,-2,43808.74,-4588.74,Current,Not Started,0,,8/17/2024,39220,Employed,1078,0,7,Always Late,South,SMS
316,25,Employed,61857,713,German,10316,12.08,36,Home Improvement,4/15/2020,3/31/2023,80,10186.6648,-2709.6648,Delinquent,Not Started,0,,6/19/2023,7477,Employed,1160,0,8,Mixed,South,Phone
317,53,Employed,49964,657,German,10317,12.72,24,Debt Consolidation,6/14/2020,6/4/2022,2,23080.96,-4680.96,Current,Not Started,0,,6/6/2022,18400,Employed,722,0,7,Mixed,East,SMS
318,55,Unemployed,100667,374,German,10318,5.35,60,Debt Consolidation,5/12/2020,4/16/2025,4,9468.225,-1998.225,Current,Not Started,0,,4/20/2025,7470,Unemployed,1804,0,9,Mixed,North,Email
319,57,Employed,40227,654,German,10319,9.68,60,Education,4/23/2021,3/28/2026,-3,4544.008,-1482.008,Current,Not Started,0,,3/25/2026,3062,Employed,1797,0,1,Always Late,East,SMS
320,37,Employed,20978,487,Other,10320,5.71,12,Other,6/17/2020,6/12/2021,0,45241.7658,-2443.7658,Current,Not Started,0,,6/12/2021,42798,Employed,360,0,7,Always Late,East,Phone
321,52,Employed,102527,589,German,10321,11.77,36,Home Improvement,6/3/2021,5/18/2024,58,28252.728,-7372.728,Delinquent,Not Started,0,,7/15/2024,20880,Employed,1138,0,6,Always Late,West,SMS
322,65,Employed,32153,344,German,10322,6.62,24,Home Improvement,12/1/2021,11/21/2023,105,40291.9244,-4710.9244,Default,Not Started,0,,3/5/2024,35581,Employed,825,0,2,Mixed,North,Email
323,42,Employed,74765,382,German,10323,7.14,48,Home Improvement,8/7/2021,7/17/2025,1,58416.3784,-12977.3784,Current,Not Started,0,,7/18/2025,45439,Employed,1441,0,9,Mixed,North,Email
324,52,Self-Employed,114084,422,Other,10324,13.22,36,Debt Consolidation,8/17/2022,8/1/2025,1,21379.1528,-6071.1528,Current,Not Started,0,,8/2/2025,15308,Self-Employed,1081,0,1,Always Late,South,SMS
325,42,Employed,54071,657,German,10325,8.98,12,Education,3/25/2021,3/20/2022,-4,29454.024600000004,-2427.0246,Current,Not Started,0,,3/16/2022,27027,Employed,356,0,5,Always Late,South,Phone
326,46,Employed,84519,827,German,10326,11.2,60,Business,2/21/2022,1/26/2027,-3,49483.2,-17763.2,Current,Not Started,0,,1/23/2027,31720,Employed,1797,0,2,Always Late,West,SMS
327,35,Employed,24503,365,German,10327,8.13,24,Debt Consolidation,7/1/2022,6/20/2024,118,41947.7706,-5866.7706,Default,Recovered,-4491.983237,2/13/2025,10/16/2024,36081,Employed,838,1,3,Always On Time,East,Phone
328,63,Employed,75703,674,German,10328,6.93,36,Business,4/9/2022,3/24/2025,4,12931.7774,-2225.7774,Current,Not Started,0,,3/28/2025,10706,Employed,1084,0,6,Always Late,South,In-App
329,35,Employed,79379,461,German,10329,10.69,48,Education,8/14/2022,7/24/2026,4,15470.9012,-4633.9012,Current,Not Started,0,,7/28/2026,10837,Employed,1444,0,4,Mixed,South,Phone
330,19,Employed,110457,679,Other,10330,5.28,12,Other,1/24/2021,1/19/2022,76,41689.8272,-2090.8272,Delinquent,Not Started,0,,4/5/2022,39599,Employed,436,0,3,Always Late,North,In-App
331,52,Self-Employed,72866,657,German,10331,7.79,12,Home Improvement,6/15/2022,6/10/2023,94,40770.4896,-2946.4896,Default,Recovered,-2660.062564,2/8/2024,9/12/2023,37824,Self-Employed,454,1,3,Always On Time,North,SMS
332,33,Employed,31905,487,German,10332,5.9,36,Business,3/25/2022,3/9/2025,1,40103.921,-6030.921,Current,Not Started,0,,3/10/2025,34073,Employed,1081,0,7,Always Late,South,Phone
333,58,Employed,60838,621,Other,10333,11.5,48,Debt Consolidation,4/18/2020,3/28/2024,-4,70247.9,-22132.9,Current,Not Started,0,,3/24/2024,48115,Employed,1436,0,1,Mixed,North,In-App
334,53,Employed,73279,749,German,10334,14.36,12,Business,11/28/2020,11/23/2021,-3,37839.4368,-4751.4368,Current,Not Started,0,,11/20/2021,33088,Employed,357,0,3,Mixed,West,In-App
335,50,Employed,104489,773,German,10335,14.95,24,Other,10/16/2021,10/6/2023,97,37816.488,-8704.488,Default,Recovered,-7796.404143,4/9/2024,1/11/2024,29112,Employed,817,1,8,Always On Time,South,In-App
336,21,Unemployed,41806,312,German,10336,8.68,12,Home Improvement,1/6/2021,1/1/2022,1,29668.5532,-2369.5532,Current,Not Started,0,,1/2/2022,27299,Unemployed,361,0,7,Mixed,North,Email
337,50,Self-Employed,60000,483,German,10337,6.4,48,Business,9/6/2022,8/16/2026,4,44533.992,-9076.992,Current,Not Started,0,,8/20/2026,35457,Self-Employed,1444,0,3,Always Late,West,SMS
338,31,Employed,37168,410,German,10338,8.59,60,Other,4/14/2020,3/19/2025,-3,44404.5585,-13341.5585,Current,Not Started,0,,3/16/2025,31063,Employed,1797,0,6,Always Late,North,In-App
339,38,Employed,85119,807,German,10339,13.24,60,Debt Consolidation,3/30/2020,3/4/2025,-5,8172.053999999999,-3255.054,Current,Not Started,0,,2/27/2025,4917,Employed,1795,0,7,Always Late,North,Phone
340,65,Employed,53714,589,German,10340,5.87,36,Education,9/28/2020,9/13/2023,-3,4629.129599999999,-693.1296,Current,Not Started,0,,9/10/2023,3936,Employed,1077,0,7,Always Late,North,In-App
341,37,Employed,69093,594,German,10341,14.45,48,Debt Consolidation,4/26/2021,4/5/2025,177,59380.13999999999,-21750.14,Default,Recovered,-17197.47201,11/7/2025,9/29/2025,37630,Employed,1617,1,4,Always On Time,South,Email
342,25,Employed,70419,750,German,10342,7.43,12,Home Improvement,2/13/2020,2/7/2021,110,16658.0958,-1152.0958,Default,Not Started,0,,5/28/2021,15506,Employed,470,0,2,Always Late,East,SMS
343,24,Employed,64145,514,German,10343,14.84,12,Debt Consolidation,6/6/2022,6/1/2023,103,34228.062000000005,-4423.062,Default,Recovered,-3938.262301,11/11/2023,9/12/2023,29805,Employed,463,1,2,Mixed,North,Email
344,20,Employed,92425,326,Other,10344,13.14,60,Debt Consolidation,12/7/2020,11/11/2025,-5,25381.926,-10063.926,Current,Not Started,0,,11/6/2025,15318,Employed,1795,0,2,Mixed,West,Email
345,34,Employed,107949,530,German,10345,12.8,60,Debt Consolidation,7/8/2021,6/12/2026,83,80471.52,-31403.52,Delinquent,Not Started,0,,9/3/2026,49068,Employed,1883,0,4,Always Late,South,Email
346,50,Self-Employed,92811,620,Other,10346,7.16,24,Debt Consolidation,3/6/2022,2/24/2024,79,30896.1232,-3870.1232,Delinquent,Not Started,0,,5/13/2024,27026,Self-Employed,799,0,1,Always Late,South,Phone
347,65,Employed,17461,532,German,10347,3.6,60,Home Improvement,1/23/2021,12/28/2025,-3,33832.96,-5160.96,Current,Not Started,0,,12/25/2025,28672,Employed,1797,0,5,Always Late,West,SMS
348,29,Employed,29291,736,German,10348,7.89,24,Other,1/22/2021,1/12/2023,-2,45637.0026,-6220.0026,Current,Not Started,0,,1/10/2023,39417,Employed,718,0,3,Always Late,North,SMS
349,68,Self-Employed,61804,832,German,10349,6.97,12,Business,10/27/2021,10/22/2022,0,30252.1857,-1971.1857,Current,Not Started,0,,10/22/2022,28281,Self-Employed,360,0,2,Always Late,East,Phone
350,39,Employed,91971,702,German,10350,3.93,24,Education,5/16/2020,5/6/2022,176,53328.1412,-3886.1412,Default,Not Started,0,,10/29/2022,49442,Employed,896,0,7,Mixed,North,SMS
351,39,Employed,108471,352,German,10351,9.31,24,Business,12/21/2021,12/11/2023,1,34507.7442,-5416.7442,Current,Not Started,0,,12/12/2023,29091,Employed,721,0,4,Always Late,West,Email
352,63,Employed,79946,612,German,10352,8.13,36,Business,11/11/2021,10/26/2024,129,48920.0992,-9592.0992,Default,Not Started,0,,3/4/2025,39328,Employed,1209,0,1,Mixed,South,SMS
353,47,Employed,113989,580,German,10353,10.8,60,Education,7/17/2020,6/21/2025,-4,75797.26,-26578.26,Current,Not Started,0,,6/17/2025,49219,Employed,1796,0,7,Mixed,East,Phone
354,55,Self-Employed,99080,330,German,10354,10.64,24,Home Improvement,5/26/2020,5/16/2022,62,23783.008,-4173.008,Delinquent,Not Started,0,,7/17/2022,19610,Self-Employed,782,0,1,Mixed,South,Email
355,55,Self-Employed,76332,636,German,10355,4.89,12,Education,8/23/2022,8/18/2023,4,2180.6631,-101.6631,Current,Not Started,0,,8/22/2023,2079,Self-Employed,364,0,6,Mixed,West,Phone
356,62,Employed,92794,482,German,10356,14.74,48,Home Improvement,10/10/2022,9/19/2026,69,49039.16,-18189.16,Delinquent,Not Started,0,,11/27/2026,30850,Employed,1509,0,6,Mixed,North,In-App
357,68,Employed,45841,322,German,10357,5.65,24,Business,4/21/2022,4/10/2024,-5,53146.863,-5395.863,Current,Not Started,0,,4/5/2024,47751,Employed,715,0,3,Always Late,East,Email
358,25,Employed,63758,843,German,10358,8.62,60,Home Improvement,2/17/2020,1/21/2025,102,30895.29,-9305.29,Default,Not Started,0,,5/3/2025,21590,Employed,1902,0,7,Always Late,South,Email
359,44,Employed,91272,745,German,10359,9.11,36,Other,5/16/2020,5/1/2023,-4,40683.2083,-8732.2083,Current,Not Started,0,,4/27/2023,31951,Employed,1076,0,4,Mixed,South,SMS
360,44,Employed,52643,373,German,10360,12.85,12,Education,3/11/2021,3/6/2022,4,18425.0195,-2098.0195,Current,Not Started,0,,3/10/2022,16327,Employed,364,0,4,Mixed,South,Email
361,51,Unemployed,65408,309,German,10361,4.64,36,Other,7/21/2020,7/6/2023,0,15669.696,-1914.696,Current,Not Started,0,,7/6/2023,13755,Unemployed,1080,0,1,Mixed,North,Phone
362,38,Employed,58950,783,German,10362,8.43,48,Business,1/9/2020,12/19/2023,-5,11011.842,-2776.842,Current,Not Started,0,,12/14/2023,8235,Employed,1435,0,2,Mixed,East,SMS
363,47,Unemployed,71849,755,German,10363,10.73,24,Education,11/25/2022,11/14/2024,4,22102.0762,-3905.0762,Current,Not Started,0,,11/18/2024,18197,Unemployed,724,0,8,Mixed,North,In-App
364,50,Employed,115500,459,German,10364,5.97,24,Business,1/1/2020,12/21/2021,-3,25156.2762,-2683.2762,Current,Not Started,0,,12/18/2021,22473,Employed,717,0,3,Always Late,North,Phone
365,45,Employed,43044,313,German,10365,10.72,60,Other,7/18/2021,6/22/2026,161,4655.616,-1624.616,Default,Recovered,-968.0871144,1/19/2027,11/30/2026,3031,Employed,1961,1,4,Always On Time,North,In-App
366,64,Employed,30997,477,German,10366,14.12,24,Business,7/23/2021,7/13/2023,2,54222.4368,-11940.4368,Current,Not Started,0,,7/15/2023,42282,Employed,722,0,4,Mixed,West,In-App
367,50,Self-Employed,94751,711,German,10367,14.97,12,Education,3/28/2021,3/23/2022,-2,49279.5911,-6416.5911,Current,Not Started,0,,3/21/2022,42863,Self-Employed,358,0,4,Always Late,West,In-App
368,22,Self-Employed,113605,352,German,10368,3.87,48,Education,3/17/2021,2/24/2025,-3,17653.4276,-2366.4276,Current,Not Started,0,,2/21/2025,15287,Self-Employed,1437,0,1,Mixed,West,Email
369,65,Self-Employed,38911,707,German,10369,6.21,36,Business,12/22/2020,12/7/2023,-5,47071.1977,-7392.1977,Current,Not Started,0,,12/2/2023,39679,Self-Employed,1075,0,3,Always Late,East,Phone
370,36,Employed,70533,321,German,10370,7.07,48,Education,6/11/2021,5/21/2025,100,58319.9364,-12856.9364,Default,Not Started,0,,8/29/2025,45463,Employed,1540,0,6,Always Late,North,Phone
371,21,Employed,97566,329,German,10371,8.09,24,Education,10/6/2020,9/26/2022,0,38606.614,-5376.614,Current,Not Started,0,,9/26/2022,33230,Employed,720,0,2,Always Late,North,Email
372,52,Self-Employed,109870,559,German,10372,6.29,36,Business,9/8/2022,8/23/2025,147,23817.9819,-3780.9819,Default,Recovered,-1985.137485,5/7/2026,1/17/2026,20037,Self-Employed,1227,1,2,Always On Time,West,SMS
373,66,Employed,29571,504,German,10373,5.84,60,Other,5/5/2020,4/9/2025,-5,36243.184,-8191.184,Current,Not Started,0,,4/4/2025,28052,Employed,1795,0,1,Always Late,North,In-App
374,34,Employed,109463,358,German,10374,14.48,48,Education,3/9/2020,2/17/2024,0,6853.728000000001,-2513.728,Current,Not Started,0,,2/17/2024,4340,Employed,1440,0,3,Mixed,North,Phone
375,61,Employed,72941,770,German,10375,14.06,36,Education,6/4/2022,5/19/2025,127,59209.4392,-17565.4392,Default,Recovered,-16455.6005,11/24/2025,9/23/2025,41644,Employed,1207,1,7,Always On Time,South,Email
376,45,Unemployed,73005,765,German,10376,4.04,36,Education,5/25/2022,5/9/2025,0,55683.2768,-6019.2768,Current,Not Started,0,,5/9/2025,49664,Unemployed,1080,0,1,Mixed,North,In-App
377,47,Unemployed,101250,311,German,10377,7.4,36,Education,10/21/2020,10/6/2023,2,56460.066,-10257.066,Current,Not Started,0,,10/8/2023,46203,Unemployed,1082,0,2,Always Late,South,SMS
378,46,Employed,73712,589,German,10378,8.16,12,Business,12/2/2020,11/27/2021,-1,2315.7056,-174.7056,Current,Not Started,0,,11/26/2021,2141,Employed,359,0,3,Mixed,North,SMS
379,63,Self-Employed,58541,653,German,10379,6.25,48,Other,12/24/2021,12/3/2025,63,33031.25,-6606.25,Delinquent,Not Started,0,,2/4/2026,26425,Self-Employed,1503,0,6,Always Late,East,In-App
380,23,Unemployed,38387,374,German,10380,10.73,36,Other,2/2/2022,1/17/2025,-4,26809.4539,-6528.4539,Current,Not Started,0,,1/13/2025,20281,Unemployed,1076,0,5,Mixed,West,SMS
381,52,Employed,108980,740,German,10381,10.86,48,Home Improvement,9/14/2020,8/24/2024,4,61749.48559999999,-18700.4856,Current,Not Started,0,,8/28/2024,43049,Employed,1444,0,3,Mixed,South,Phone
382,58,Employed,63908,540,German,10382,13.28,36,Education,12/12/2022,11/26/2025,-1,29960.72,-8535.72,Current,Not Started,0,,11/25/2025,21425,Employed,1079,0,6,Always Late,West,Phone
